Number,ApiFunName
3263,DiscpEnumerateRegistryValues
3264,DiscpEstablishIrpPump
3265,DiscpEstablishTCPSocket
3266,DiscpExecuteMethod
3267,DiscpFreeDeviceInterfaceList
3268,DiscpFreeMemory
3269,DiscpFreeProcessMemory
3270,DiscpGenerateiScsiNameFromComputerName
3271,DiscpGetPnpDeviceId
3272,DiscpGetRegistryValue
3273,DiscpGetStringFromDataBlock
3274,DiscpGuidToString
3275,DiscpIdKeyToString
3276,DiscpIsDNSAddress
3277,DiscpIsStringInList
3278,DiscpLoadGPSettings
3279,DiscpLoadSystemLibrary
3280,DiscpMapiSCSIString
3281,DiscpOpenRegistryKey
3282,DiscpPadDataBlock
3283,DiscpParseAllData
3284,DiscpParseKeyValue
3285,DiscpParseSingleInstance
3286,DiscpPnpDeviceInterfaceToInstanceName
3287,DiscpQueryAllData
3288,DiscpQuerySingleInstance
3289,DiscpRegCloseKey
3290,DiscpRegisterDebugMask
3291,DiscpRegisterDeviceInterfaceNotification
3292,DiscpRegisterForDeviceInterfaceNotfication
3293,DiscpRegisterHeap
3294,DiscpRemoveStringFromMultiSzList
3295,DiscpSendIrpRequest
3296,DiscpSetRegistryValue
3297,DiscpSockAddrToText
3298,DiscpTextAddrToBinary
3299,DiscpTimebomb
3300,DiscpULongAddList
3301,DiscpUnicodeToAnsi
3302,DiscpUnicodeToAnsiSize
3303,DiscpUnicodeToUTF8
3304,DiscpUTF8ToUnicode
3305,DiscpValidateiSCSIString
3306,Discpxtoi
3307,DiShowUpdateDevice
3308,DiShowUpdateDriver
3309,DismAddCapability
3310,DismAddDriver
3311,DismAddPackage
3312,DismAddProvisionedAppxPackage
3313,DismApplyUnattend
3314,DismCheckImageHealth
3315,DismCleanupMountpoints
3316,DismCloseSession
3317,DismCommitImage
3318,DismDelete
3319,DismDisableFeature
3320,DismEnableFeature
3321,DismGetCapabilities
3322,DismGetCapabilityInfo
3323,DismGetDriverInfo
3324,DismGetDrivers
3325,DismGetFeatureInfo
3326,DismGetFeatureParent
3327,DismGetFeatures
3328,DismGetImageInfo
3329,DismGetLastErrorMessage
3330,DismGetMountedImageInfo
3331,DismGetPackageInfo
3332,DismGetPackages
3333,DismGetProvisionedAppxPackages
3334,DismGetReservedStorageState
3335,DismInitialize
3336,DismMountImage
3337,DismOpenSession
3338,DismRemountImage
3339,DismRemoveCapability
3340,DismRemoveDriver
3341,DismRemovePackage
3342,DismRemoveProvisionedAppxPackage
3343,DismRestoreImageHealth
3344,DismSetReservedStorageState
3345,DismShutdown
3346,DismUnmountImage
3347,DispatchAPICall
3348,DispatchMessageA
3349,DispatchMessageW
3350,DispCallFunc
3351,DispGetIDsOfNames
3352,DispGetParam
3353,DispInvoke
3354,DisplayConfigGetDeviceInfo
3355,DisplayConfigSetDeviceInfo
3356,DisplayExitWindowsWarnings
3357,DisplayHtmlHelp
3358,DitherTo8
3359,DiUninstallDevice
3360,DiUninstallDriverA
3361,DiUninstallDriverW
3362,DlgDirListA
3363,DlgDirListComboBoxA
3364,DlgDirListComboBoxW
3365,DlgDirListW
3366,DlgDirSelectComboBoxExA
3367,DlgDirSelectComboBoxExW
3368,DlgDirSelectExA
3369,DlgDirSelectExW
3370,DllBidEntryPoint
3371,DllCanUnloadNow
3372,DllGetActivationFactory
3373,DllGetClassObject
3374,DllGetVersion
3375,DllInitialize
3376,DllInstall
3377,DllMain
3378,DllRegisterServer
3379,DllRegisterServerEx
3380,DllUnregisterServer
3381,DMOEnum
3382,DMOGetName
3383,DMOGetTypes
3384,DMOGuidToStrA
3385,DMOGuidToStrW
3386,DMORegister
3387,DMOStrToGuidA
3388,DMOStrToGuidW
3389,DMOUnregister
3390,DnsAcquireContextHandle_A
3391,DnsAcquireContextHandle_W
3392,DnsAddrArrayAddAddr
3393,DnsAddrArrayAddIp4
3394,DnsAddrArrayCreate
3395,DnsAddrBuildFromDnsRecord
3396,DnsAllocateRecord
3397,DnsApiAlloc
3398,DnsApiAllocZero
3399,DnsApiFree
3400,DnsApiHeapReset
3401,DnsApiOnNetworkChange
3402,DnsApiRealloc
3403,DnsApiSetDebugGlobals
3404,DnsAsyncRegisterHostAddrs
3405,DnsAsyncRegisterInit
3406,DnsAsyncRegisterTerm
3407,DnsCancelQuery
3408,DnsCheckNrptRuleIntegrity
3409,DnsCheckNrptRules
3410,DnsCleanupTcpConnections
3411,DnsConnectionDeletePolicyEntries
3412,DnsConnectionDeletePolicyEntriesPrivate
3413,DnsConnectionDeleteProxyInfo
3414,DnsConnectionFreeNameList
3415,DnsConnectionFreeProxyInfo
3416,DnsConnectionFreeProxyInfoEx
3417,DnsConnectionFreeProxyList
3418,DnsConnectionGetHandleForHostUrlPrivate
3419,DnsConnectionGetNameList
3420,DnsConnectionGetProxyInfo
3421,DnsConnectionGetProxyInfoForHostUrl
3422,DnsConnectionGetProxyList
3423,DnsConnectionSetPolicyEntries
3424,DnsConnectionSetPolicyEntriesPrivate
3425,DnsConnectionSetProxyInfo
3426,DnsConnectionUpdateIfIndexTable
3427,DnsCopyStringEx
3428,DnsCreateReverseNameStringForIpAddress
3429,DnsCreateStandardDnsNameCopy
3430,DnsCreateStringCopy
3431,DnsDeleteSettings
3432,DnsDeRegisterLocal
3433,DnsDhcpRegisterAddrs
3434,DnsDhcpRegisterHostAddrs
3435,DnsDhcpRegisterInit
3436,DnsDhcpRegisterTerm
3437,DnsDhcpRemoveRegistrations
3438,DnsDhcpSrvRegisterHostAddr
3439,DnsDhcpSrvRegisterHostAddrEx
3440,DnsDhcpSrvRegisterInit
3441,DnsDhcpSrvRegisterInitEx
3442,DnsDhcpSrvRegisterInitialize
3443,DnsDhcpSrvRegisterTerm
3444,DnsDisableIdnEncoding
3445,DnsDowncaseDnsNameLabel
3446,DnsExtractRecordsFromMessage_UTF8
3447,DnsExtractRecordsFromMessage_W
3448,DnsFindAuthoritativeZone
3449,DnsFlushResolverCache
3450,DnsFlushResolverCacheEntry_A
3451,DnsFlushResolverCacheEntry_UTF8
3452,DnsFlushResolverCacheEntry_W
3453,DnsFree
3454,DnsFreeAdaptersInfo
3455,DnsFreeConfigStructure
3456,DnsFreeCustomServers
3457,DnsFreeNrptRule
3458,DnsFreeNrptRuleNamesList
3459,DnsFreePolicyConfig
3460,DnsFreeProxyName
3461,DnsFreeWellKnownServerProperty
3462,DnsFreeWellKnownServers
3463,DnsGetAdaptersInfo
3464,DnsGetApplicationIdentifier
3465,DnsGetApplicationSettings
3466,DnsGetBufferLengthForStringCopy
3467,DnsGetCacheDataTable
3468,DnsGetCacheDataTableEx
3469,DnsGetDnsServerList
3470,DnsGetDomainName
3471,DnsGetInterfaceSettings
3472,DnsGetInterfaceSettingsInProc
3473,DnsGetLastFailedUpdateInfo
3474,DnsGetNrptRuleNamesList
3475,DnsGetPolicyTableInfo
3476,DnsGetPolicyTableInfoPrivate
3477,DnsGetPrimaryDomainName_A
3478,DnsGetProxyInfoPrivate
3479,DnsGetProxyInformation
3480,DnsGetProxyInformationEx
3481,DnsGetQueryRetryTimeouts
3482,DnsGetSettings
3483,DnsGetWellKnownServerProperty
3484,DnsGetWellKnownServers
3485,DnsHostnameToComputerNameA
3486,DnsHostnameToComputerNameExW
3487,DnsHostnameToComputerNameW
3488,DnsIp6ReverseNameToAddressW
3489,DnsIpv6AddressToString
3490,DnsIpv6StringToAddress
3491,DnsIsAMailboxType
3492,DnsIsNSECType
3493,DnsIsStatusRcode
3494,DnsIsStringCountValidForTextType
3495,DnsLogEvent
3496,DnsMapRcodeToStatus
3497,DnsModifyRecordsInSet_A
3498,DnsModifyRecordsInSet_UTF8
3499,DnsModifyRecordsInSet_W
3500,DnsNameCompareEx_A
3501,DnsNameCompareEx_UTF8
3502,DnsNameCompareEx_W
3503,DnsNameCompare_A
3504,DnsNameCompare_UTF8
3505,DnsNameCompare_W
3506,DnsNameCopy
3507,DnsNameCopyAllocate
3508,DnsNetworkInformation_CreateFromFAZ
3509,DnsNetworkInfo_CreateFromFAZ
3510,DnsNotifyResolver
3511,DnsNotifyResolverClusterIp
3512,DnsNotifyResolverEx
3513,DnsQueryConfig
3514,DnsQueryConfigAllocEx
3515,DnsQueryConfigDword
3516,DnsQueryEx
3517,DnsQueryExA
3518,DnsQueryExUTF8
3519,DnsQueryExW
3520,DnsQuery_A
3521,DnsQuery_UTF8
3522,DnsQuery_W
3523,DnsRecordBuild_UTF8
3524,DnsRecordBuild_W
3525,DnsRecordCompare
3526,DnsRecordCopyEx
3527,DnsRecordListFree
3528,DnsRecordListUnmapV4MappedAAAAInPlace
3529,DnsRecordSetCompare
3530,DnsRecordSetCopyEx
3531,DnsRecordSetDetach
3532,DnsRecordStringForType
3533,DnsRecordStringForWritableType
3534,DnsRecordTypeForName
3535,DnsRegisterLocal
3536,DnsReleaseContextHandle
3537,DnsRemoveNrptRule
3538,DnsRemoveRegistrations
3539,DnsReplaceRecordSetA
3540,DnsReplaceRecordSetUTF8
3541,DnsReplaceRecordSetW
3542,DnsResetQueryRetryTimeouts
3543,DnsResolverOp
3544,DnsResolverQueryHvsi
3545,DnsScreenLocalAddrsForRegistration
3546,DnsServiceBrowse
3547,DnsServiceBrowseCancel
3548,DnsServiceConstructInstance
3549,DnsServiceCopyInstance
3550,DnsServiceDeRegister
3551,DnsServiceFreeInstance
3552,DnsServiceRegister
3553,DnsServiceRegisterCancel
3554,DnsServiceResolve
3555,DnsServiceResolveCancel
3556,DnsSetApplicationSettings
3557,DnsSetConfigDword
3558,DnsSetConfigValue
3559,DnsSetInterfaceSettings
3560,DnsSetNrptRule
3561,DnsSetNrptRules
3562,DnsSetQueryRetryTimeouts
3563,DnsSetSettings
3564,DnsSetWellKnownServerProperty
3565,DnsStartMulticastQuery
3566,DnsStatusString
3567,DnsStopMulticastQuery
3568,DnsStringCopyAllocateEx
3569,DnsStringToAddress
3570,DnsTraceServerConfig
3571,DnsUnicodeToUtf8
3572,DnsUpdate
3573,DnsUpdateCaptivePortalPresence
3574,DnsUpdateTest_A
3575,DnsUpdateTest_UTF8
3576,DnsUpdateTest_W
3577,DnsUtf8ToUnicode
3578,DnsValidateNameOrIp_TempW
3579,DnsValidateName_A
3580,DnsValidateName_UTF8
3581,DnsValidateName_W
3582,DnsValidateServerArray_A
3583,DnsValidateServerArray_W
3584,DnsValidateServerStatus
3585,DnsValidateServer_A
3586,DnsValidateServer_W
3587,DnsValidateUtf8Byte
3588,DnsWriteQuestionToBuffer_UTF8
3589,DnsWriteQuestionToBuffer_W
3590,DnsWriteReverseNameStringForIpAddress
3591,DnsWriteReverseNameStringForIpAddressW
3592,Dns_AddRecordsToMessage
3593,Dns_AllocateMsgBuf
3594,Dns_BuildPacket
3595,Dns_CacheServiceInitEx
3596,Dns_CleanupWinsock
3597,Dns_CloseConnection
3598,Dns_CloseSocket
3599,Dns_CreateMulticastSocket
3600,Dns_CreateSocket
3601,Dns_CreateSocketEx
3602,Dns_ExtractRecordsFromMessage
3603,Dns_FindAuthoritativeZoneLib
3604,Dns_FreeMsgBuf
3605,Dns_GetRandomXid
3606,Dns_InitializeMsgBuf
3607,Dns_InitializeMsgRemoteSockaddr
3608,Dns_InitializeWinsock
3609,Dns_OpenTcpConnectionAndSend
3610,Dns_ParseMessage
3611,Dns_ParsePacketRecord
3612,Dns_PingAdapterServers
3613,Dns_ReadPacketName
3614,Dns_ReadPacketNameAllocate
3615,Dns_ReadRecordStructureFromPacket
3616,Dns_RecvTcp
3617,Dns_ResetNetworkInfo
3618,Dns_SendAndRecvUdp
3619,Dns_SendEx
3620,Dns_SetRecordDatalength
3621,Dns_SetRecordsScopeId
3622,Dns_SetRecordsSection
3623,Dns_SetRecordsTtl
3624,Dns_SkipPacketName
3625,Dns_SkipToRecord
3626,Dns_UpdateLib
3627,Dns_UpdateLibEx
3628,Dns_WriteDottedNameToPacket
3629,Dns_WriteQuestionToMessage
3630,Dns_WriteRecordStructureToPacketEx
3631,dn_expand
3632,DoBroadcastSystemMessage
3633,DockPattern_SetDockPosition
3634,DoCommandLinePrompt
3635,DoDragDrop
3636,DoEnvironmentSubstA
3637,DoEnvironmentSubstW
3638,DoesProtocolListInfoContain
3639,DoMsCtfMonitor
3640,DoProfileErrorDialog
3641,DosDateTimeToFileTime
3642,DosDateTimeToVariantTime
3643,DosPathToSessionPathA
3644,DosPathToSessionPathW
3645,do_echo_rep
3646,do_echo_req
3647,DPA_Clone
3648,DPA_Create
3649,DPA_CreateEx
3650,DPA_DeleteAllPtrs
3651,DPA_DeletePtr
3652,DPA_Destroy
3653,DPA_DestroyCallback
3654,DPA_EnumCallback
3655,DPA_GetPtr
3656,DPA_GetPtrIndex
3657,DPA_Grow
3658,DPA_InsertPtr
3659,DPA_LoadStream
3660,DPA_Merge
3661,DPA_SaveStream
3662,DPA_Search
3663,DPA_SetPtr
3664,DPA_Sort
3665,DPtoLP
3666,DpxFreeMemory
3667,DpxNewJob
3668,DpxNewJobEx
3669,DpxRestoreJob
3670,DpxRestoreJobEx
3671,DragAcceptFiles
3672,DragDetect
3673,DragDropSetFDT
3674,DragFinish
3675,DragObject
3676,DragQueryFileA
3677,DragQueryFileAorW
3678,DragQueryFileW
3679,DragQueryPoint
3680,DrawAnimatedRects
3681,DrawCaption
3682,DrawDibBegin
3683,DrawDibChangePalette
3684,DrawDibClose
3685,DrawDibDraw
3686,DrawDibEnd
3687,DrawDibGetBuffer
3688,DrawDibGetPalette
3689,DrawDibOpen
3690,DrawDibProfileDisplay
3691,DrawDibRealize
3692,DrawDibSetPalette
3693,DrawDibStart
3694,DrawDibStop
3695,DrawDibTime
3696,DrawEdge
3697,DrawEscape
3698,DrawFocusRect
3699,DrawFrame
3700,DrawFrameControl
3701,DrawIcon
3702,DrawIconEx
3703,DrawInsert
3704,DrawMenuBar
3705,DrawStateA
3706,DrawStateW
3707,DrawStatusTextA
3708,DrawStatusTextW
3709,DrawTextA
3710,DrawTextExA
3711,DrawTextExW
3712,DrawTextW
3713,DrawThemeBackground
3714,DrawThemeBackgroundEx
3715,DrawThemeEdge
3716,DrawThemeIcon
3717,DrawThemeParentBackground
3718,DrawThemeParentBackgroundEx
3719,DrawThemeText
3720,DrawThemeTextEx
3721,DriverCallback
3722,DriverCleanupPolicy
3723,DriverFinalPolicy
3724,DriverInitializePolicy
3725,DriverPackageGetPathA
3726,DriverPackageGetPathW
3727,DriverPackageInstallA
3728,DriverPackageInstallW
3729,DriverPackagePreinstallA
3730,DriverPackagePreinstallW
3731,DriverPackageUninstallA
3732,DriverPackageUninstallW
3733,DriverStoreAddDriverPackageA
3734,DriverStoreAddDriverPackageW
3735,DriverStoreDeleteDriverPackageA
3736,DriverStoreDeleteDriverPackageW
3737,DriverStoreEnumDriverPackageA
3738,DriverStoreEnumDriverPackageW
3739,DriverStoreFindDriverPackageA
3740,DriverStoreFindDriverPackageW
3741,DriveType
3742,DRMAcquireAdvisories
3743,DRMAcquireIssuanceLicenseTemplate
3744,DRMAcquireLicense
3745,DRMActivate
3746,DRMAddLicense
3747,DRMAddRightWithUser
3748,DRMCheckSecurity
3749,DRMClearAllRights
3750,DRMCloseEnvironmentHandle
3751,DRMCloseHandle
3752,DRMClosePubHandle
3753,DRMCloseQueryHandle
3754,DRMCloseSession
3755,DRMConstructCertificateChain
3756,DRMCreateClientSession
3757,DRMCreateIssuanceLicense
3758,DRMCreateLicenseStorageSession
3759,DRMCreateRight
3760,DRMCreateUser
3761,DRMDecode
3762,DRMDeconstructCertificateChain
3763,DRMDeleteLicense
3764,DRMDuplicateEnvironmentHandle
3765,DRMDuplicateHandle
3766,DRMDuplicatePubHandle
3767,DRMDuplicateSession
3768,DRMEncode
3769,DRMEnumerateLicense
3770,DRMGetApplicationSpecificData
3771,DRMGetBoundLicenseAttribute
3772,DRMGetBoundLicenseAttributeCount
3773,DRMGetBoundLicenseObject
3774,DRMGetBoundLicenseObjectCount
3775,DRMGetCertificateChainCount
3776,DRMGetClientVersion
3777,DRMGetEnvironmentInfo
3778,DRMGetInfo
3779,DRMGetIntervalTime
3780,DRMGetIssuanceLicenseInfo
3781,DRMGetIssuanceLicenseTemplate
3782,DRMGetMetaData
3783,DRMGetNameAndDescription
3784,DRMGetOwnerLicense
3785,DRMGetProcAddress
3786,DRMGetRevocationPoint
3787,DRMGetRightExtendedInfo
3788,DRMGetRightInfo
3789,DRMGetSecurityProvider
3790,DRMGetServiceLocation
3791,DRMGetSignedIssuanceLicense
3792,DRMGetSignedIssuanceLicenseEx
3793,DRMGetUnboundLicenseAttribute
3794,DRMGetUnboundLicenseAttributeCount
3795,DRMGetUnboundLicenseObject
3796,DRMGetUnboundLicenseObjectCount
3797,DRMGetUsagePolicy
3798,DRMGetUserInfo
3799,DRMGetUserRights
3800,DRMGetUsers
3801,DRMIsActivated
3802,DRMIsWindowProtected
3803,DRMParseUnboundLicense
3804,DRMRegisterContent
3805,DRMRegisterProtectedWindow
3806,DRMSetApplicationSpecificData
3807,DRMSetGlobalOptions
3808,DRMSetIntervalTime
3809,DRMSetMetaData
3810,DRMSetNameAndDescription
3811,DRMSetRevocationPoint
3812,DRMSetUsagePolicy
3813,DrtClose
3814,DrtContinueSearch
3815,DrtCreateDerivedKey
3816,DrtCreateDerivedKeySecurityProvider
3817,DrtCreateDnsBootstrapResolver
3818,DrtCreateIpv6UdpTransport
3819,DrtCreateNullSecurityProvider
3820,DrtCreatePnrpBootstrapResolver
3821,DrtDeleteDerivedKeySecurityProvider
3822,DrtDeleteDnsBootstrapResolver
3823,DrtDeleteIpv6UdpTransport
3824,DrtDeleteNullSecurityProvider
3825,DrtDeletePnrpBootstrapResolver
3826,DrtEndSearch
3827,DrtGetEventData
3828,DrtGetEventDataSize
3829,DrtGetInstanceName
3830,DrtGetInstanceNameSize
3831,DrtGetSearchPath
3832,DrtGetSearchPathSize
3833,DrtGetSearchResult
3834,DrtGetSearchResultSize
3835,DrtOpen
3836,DrtRegisterKey
3837,DrtStartSearch
3838,DrtUnregisterKey
3839,DrtUpdateKey
3840,DrvGetModuleHandle
3841,DSA_Create
3842,DSA_DeleteAllItems
3843,DSA_DeleteItem
3844,DSA_Destroy
3845,DSA_DestroyCallback
3846,DSA_EnumCallback
3847,DSA_GetItem
3848,DSA_GetItemPtr
3849,DSA_InsertItem
3850,DSA_SetItem
3851,DsCrackSpn2A
3852,DsCrackSpn2W
3853,DsCrackSpn3W
3854,DsCrackSpn4W
3855,DsCrackSpnA
3856,DsCrackSpnW
3857,DsCrackUnquotedMangledRdnA
3858,DsCrackUnquotedMangledRdnW
3859,DSCreateISecurityInfoObject
3860,DSCreateISecurityInfoObjectEx
3861,DSCreateSecurityPage
3862,DSEditSecurity
3863,DsGetDcCloseW
3864,DsGetDcNameA
3865,DsGetDcNameW
3866,DsGetDcOpenA
3867,DsGetDcOpenW
3868,DsGetDcSiteCoverageA
3869,DsGetDcSiteCoverageW
3870,DsGetRdnW
3871,DsGetSiteNameA
3872,DsGetSiteNameW
3873,DsIsMangledDnA
3874,DsIsMangledDnW
3875,DsIsMangledRdnValueA
3876,DsIsMangledRdnValueW
3877,DsMakeSpnA
3878,DsMakeSpnW
3879,DSoundHelp
3880,DsQuoteRdnValueA
3881,DsQuoteRdnValueW
3882,DsRoleFreeMemory
3883,DsRoleGetPrimaryDomainInformation
3884,DsUnquoteRdnValueA
3885,DsUnquoteRdnValueW
3886,DsValidateSubnetNameA
3887,DsValidateSubnetNameW
3888,DuplicateConsoleHandle
3889,DuplicateEncryptionInfoFile
3890,DuplicateEncryptionInfoFileExt
3891,DuplicateEntryNode
3892,DuplicateHandle
3893,DuplicateIcon
3894,DuplicatePhoneNode
3895,DuplicateToken
3896,DuplicateTokenEx
3897,DwCloneEntry
3898,DwEnumEntryDetails
3899,DwEnumEntryDetailsEx
3900,DwGetCustomAuthData
3901,DwGetEntryMode
3902,dwLBSubclass
3903,DwmAttachMilContent
3904,DwmDefWindowProc
3905,DwmDetachMilContent
3906,DwmEnableBlurBehindWindow
3907,DwmEnableComposition
3908,DwmEnableMMCSS
3909,DwmExtendFrameIntoClientArea
3910,DwmFlush
3911,DwmGetColorizationColor
3912,DwmGetCompositionTimingInfo
3913,DwmGetDxRgn
3914,DwmGetDxSharedSurface
3915,DwmGetGraphicsStreamClient
3916,DwmGetGraphicsStreamTransformHint
3917,DwmGetTransportAttributes
3918,DwmGetUnmetTabRequirements
3919,DwmGetWindowAttribute
3920,DwmInvalidateIconicBitmaps
3921,DwmIsCompositionEnabled
3922,DwmModifyPreviousDxFrameDuration
3923,DwmpAllocateSecurityDescriptor
3924,DwmpDxGetWindowSharedSurface
3925,DwmpDxgiIsThreadDesktopComposited
3926,DwmpDxUpdateWindowSharedSurface
3927,DwmpEnableDDASupport
3928,DwmpFreeSecurityDescriptor
3929,DwmpGetColorizationParameters
3930,DwmpRenderFlick
3931,DwmpSetColorizationParameters
3932,DwmpUpdateProxyWindowForCapture
3933,DwmQueryThumbnailSourceSize
3934,DwmRegisterThumbnail
3935,DwmRenderGesture
3936,DwmSetDxFrameDuration
3937,DwmSetIconicLivePreviewBitmap
3938,DwmSetIconicThumbnail
3939,DwmSetPresentParameters
3940,DwmSetWindowAttribute
3941,DwmShowContact
3942,DwmTetherContact
3943,DwmTetherTextContact
3944,DwmTransitionOwnedWindow
3945,DwmUnregisterThumbnail
3946,DwmUpdateThumbnailProperties
3947,dwOKSubclass
3948,DWriteCreateFactory
3949,DwSetCustomAuthData
3950,DXGID3D10CreateDevice
3951,DXGID3D10CreateLayeredDevice
3952,DXGID3D10GetLayeredDeviceSize
3953,DXGID3D10RegisterLayers
3954,DXGIDeclareAdapterRemovalSupport
3955,DXGIDumpJournal
3956,DXGIGetDebugInterface
3957,DXGIGetDebugInterface1
3958,DXGIReportAdapterConfiguration
3959,DXVA2CreateDirect3DDeviceManager9
3960,DXVA2CreateVideoService
3961,DXVAHD_CreateDevice
3962,EapHostPeerConfigBlob2Xml
3963,EapHostPeerConfigXml2Blob
3964,EapHostPeerCredentialsXml2Blob
3965,EapHostPeerFreeErrorMemory
3966,EapHostPeerFreeMemory
3967,EapHostPeerGetMethodProperties
3968,EapHostPeerGetMethods
3969,EapHostPeerInvokeConfigUI
3970,EapHostPeerInvokeInteractiveUI
3971,EapHostPeerQueryCredentialInputFields
3972,EapHostPeerQueryUIBlobFromInteractiveUIInputFields
3973,EasRegisterEncryptionProvider
3974,EasUnRegisterEncryptionProvider
3975,EcClose
3976,EcDeleteSubscription
3977,EcEnumNextSubscription
3978,EcGetObjectArrayProperty
3979,EcGetObjectArraySize
3980,EcGetSubscriptionProperty
3981,EcGetSubscriptionRunTimeStatus
3982,EcInsertObjectArrayElement
3983,EcOpenSubscription
3984,EcOpenSubscriptionEnum
3985,EcRemoveObjectArrayElement
3986,EcRetrySubscription
3987,EcSaveSubscription
3988,EcSetObjectArrayProperty
3989,EcSetSubscriptionProperty
3990,EditStreamClone
3991,EditStreamCopy
3992,EditStreamCut
3993,EditStreamPaste
3994,EditStreamSetInfoA
3995,EditStreamSetInfoW
3996,EditStreamSetNameA
3997,EditStreamSetNameW
3998,ElfBackupEventLogFileA
3999,ElfBackupEventLogFileW
4000,ElfChangeNotify
4001,ElfClearEventLogFileA
4002,ElfClearEventLogFileW
4003,ElfCloseEventLog
4004,ElfDeregisterEventSource
4005,ElfFlushEventLog
4006,ElfNumberOfRecords
4007,ElfOldestRecord
4008,ElfOpenBackupEventLogA
4009,ElfOpenBackupEventLogW
4010,ElfOpenEventLogA
4011,ElfOpenEventLogW
4012,ElfReadEventLogA
4013,ElfReadEventLogW
4014,ElfRegisterEventSourceA
4015,ElfRegisterEventSourceW
4016,ElfReportEventA
4017,ElfReportEventAndSourceW
4018,ElfReportEventW
4019,Ellipse
4020,EmptyClipboard
4021,EnableFeatureLevelUpgrade
4022,EnableMenuItem
4023,EnableMouseInPointer
4024,EnableOrDisableNetComponent
4025,EnableRouter
4026,EnableScrollBar
4027,EnableThemeDialogTexture
4028,EnableTheming
4029,EnableThreadProfiling
4030,EnableTrace
4031,EnableTraceEx
4032,EnableWindow
4033,EncodePointer
4034,EncodeRemotePointer
4035,EncodeSystemPointer
4036,EncryptedFileKeyInfo
4037,EncryptFileA
4038,EncryptFileW
4039,EncryptionDisable
4040,EncryptMessage
4041,EndBufferedAnimation
4042,EndBufferedPaint
4043,EndDeferWindowPos
4044,EndDialog
4045,EndDoc
4046,EndDocPrinter
4047,EndInkInput
4048,EndMenu
4049,EndPage
4050,EndPagePrinter
4051,EndPaint
4052,EndPanningFeedback
4053,EndPath
4054,EndTask
4055,EndUpdateResourceA
4056,EndUpdateResourceW
4057,EnterCriticalPolicySection
4058,EnterSynchronizationBarrier
4059,EnterUmsSchedulingMode
4060,EntryNodeFromName
4061,EnumCalendarInfoA
4062,EnumCalendarInfoExA
4063,EnumCalendarInfoExEx
4064,EnumCalendarInfoExW
4065,EnumCalendarInfoW
4066,EnumChildWindows
4067,EnumClipboardFormats
4068,EnumColorProfilesA
4069,EnumColorProfilesW
4070,EnumDateFormatsA
4071,EnumDateFormatsExA
4072,EnumDateFormatsExEx
4073,EnumDateFormatsExW
4074,EnumDateFormatsW
4075,EnumDependentServicesA
4076,EnumDependentServicesW
4077,EnumDesktopsA
4078,EnumDesktopsW
4079,EnumDesktopWindows
4080,EnumDirTree
4081,EnumDirTreeW
4082,EnumDisplayDevicesA
4083,EnumDisplayDevicesW
4084,EnumDisplayMonitors
4085,EnumDisplaySettingsA
4086,EnumDisplaySettingsExA
4087,EnumDisplaySettingsExW
4088,EnumDisplaySettingsW
4089,EnumDynamicTimeZoneInformation
4090,EnumEnhMetaFile
4091,EnumerateLoadedModules64
4092,EnumerateLoadedModulesEx
4093,EnumerateLoadedModulesExW
4094,EnumerateLoadedModulesW64
4095,EnumerateLocalComputerNamesA
4096,EnumerateLocalComputerNamesW
4097,EnumerateSecurityPackagesA
4098,EnumerateSecurityPackagesW
4099,EnumerateTraceGuids
4100,EnumerateVirtualDiskMetadata
4101,EnumFontFamiliesA
4102,EnumFontFamiliesExA
4103,EnumFontFamiliesExW
4104,EnumFontFamiliesW
4105,EnumFontsA
4106,EnumFontsW
4107,EnumFormsW
4108,EnumICMProfilesA
4109,EnumICMProfilesW
4110,EnumJobsW
4111,EnumLanguageGroupLocalesA
4112,EnumLanguageGroupLocalesW
4113,EnumMetaFile
4114,EnumMonitorsW
4115,EnumMRUListW
4116,EnumObjects
4117,EnumPortsW
4118,EnumPrinterDataExW
4119,EnumPrinterDataW
4120,EnumPrinterDriversW
4121,EnumPrinterKeyW
4122,EnumPrintersW
4123,EnumPrintProcessorsW
4124,EnumPropsA
4125,EnumPropsExA
4126,EnumPropsExW
4127,EnumPropsW
4128,EnumProtocolsA
4129,EnumProtocolsW
4130,EnumPwrSchemes
4131,EnumResourceLanguagesA
4132,EnumResourceLanguagesExA
4133,EnumResourceLanguagesExW
4134,EnumResourceLanguagesW
4135,EnumResourceNamesA
4136,EnumResourceNamesExA
4137,EnumResourceNamesExW
4138,EnumResourceNamesW
4139,EnumResourceTypesA
4140,EnumResourceTypesExA
4141,EnumResourceTypesExW
4142,EnumResourceTypesW
4143,EnumServiceGroupW
4144,EnumServicesStatusA
4145,EnumServicesStatusExA
4146,EnumServicesStatusExW
4147,EnumServicesStatusW
4148,EnumSystemCodePagesA
4149,EnumSystemCodePagesW
4150,EnumSystemFirmwareTables
4151,EnumSystemGeoID
4152,EnumSystemGeoNames
4153,EnumSystemLanguageGroupsA
4154,EnumSystemLanguageGroupsW
4155,EnumSystemLocalesA
4156,EnumSystemLocalesEx
4157,EnumSystemLocalesW
4158,EnumThreadWindows
4159,EnumTimeFormatsA
4160,EnumTimeFormatsEx
4161,EnumTimeFormatsW
4162,EnumUILanguagesA
